Won,Target,# Guesses,Guess 1,Guess 2,Guess 3,Guess 4,Guess 5,Guess 6,Guess 7,Guess 8,Guess 9,Guess 10
TRUE,nyala,6,raias,lotta,umaua,anana,phaca,nyala,,,,
TRUE,fours,6,smuts,daubs,chugs,eques,nouns,fours,,,,
TRUE,abilo,6,cuifs,drier,kling,moity,apili,abilo,,,,
TRUE,erava,6,rhyme,atwin,speos,cared,qubba,erava,,,,
TRUE,taula,6,findy,lorel,balak,wauls,haulm,taula,,,,
TRUE,betsy,6,clomb,stiff,pense,geast,bessy,betsy,,,,
TRUE,tracy,6,chron,basts,aiver,upaya,drawk,tracy,,,,
TRUE,india,6,ulvan,bidry,modoc,faded,andia,india,,,,
TRUE,edict,6,wemmy,touse,lithi,indan,brief,edict,,,,
TRUE,shood,6,geisa,trudy,monos,kloof,whoop,shood,,,,
TRUE,recap,6,stivy,phoca,urban,reaal,remap,recap,,,,
TRUE,exxon,6,perun,alvan,osmin,doyen,thegn,exxon,,,,
TRUE,quirt,6,munga,burse,outdo,culti,fuffy,quirt,,,,
TRUE,booze,6,mudra,chivw,stoon,gooey,loope,booze,,,,
TRUE,furor,6,boney,ursal,tugui,humph,juror,furor,,,,
TRUE,recto,6,weeze,herba,ketol,tennu,cesti,recto,,,,
TRUE,clour,6,agron,voids,yeuky,propr,flour,clour,,,,
TRUE,sways,6,depel,cavum,wrang,stabs,shaws,sways,,,,
TRUE,indow,6,ovule,ghbor,ninon,skoot,capoc,indow,,,,
TRUE,eoith,6,tynes,mowie,forgo,cotta,volti,eoith,,,,
TRUE,cebil,6,celli,ceder,cecum,cento,ceiba,cebil,,,,
TRUE,clung,6,gurly,vista,whoof,pneum,kluck,clung,,,,
TRUE,oared,6,ankee,braes,hooey,cadew,farer,oared,,,,
TRUE,ghoom,6,dorrs,aceta,punky,bhili,whoof,ghoom,,,,
TRUE,cacan,6,volow,inert,munga,babby,hacks,cacan,,,,
TRUE,shood,6,darin,youth,plops,geode,choko,shood,,,,
TRUE,unhid,6,ghent,nabak,immun,foppy,dilis,unhid,,,,
TRUE,retro,6,kooks,bahut,gripe,melon,decry,retro,,,,
TRUE,fawny,6,thyms,dalai,ganev,narky,pappy,fawny,,,,
TRUE,train,6,cunei,basta,idiom,wharf,trapt,train,,,,
TRUE,shlep,6,moses,duvet,slyer,sazen,silex,shlep,,,,
TRUE,indue,6,foins,milpa,nudge,endue,undue,indue,,,,
TRUE,oghuz,6,trink,hollo,peage,cuffs,zmudz,oghuz,,,,
TRUE,gimps,6,togue,skags,byrls,winds,pimps,gimps,,,,
TRUE,caleb,6,refed,vales,balei,galea,jalet,caleb,,,,
TRUE,lepra,6,oncia,thuja,plaga,sella,vedda,lepra,,,,
TRUE,ricey,6,resty,roily,rammy,rugby,rindy,ricey,,,,
TRUE,medle,6,lukas,debel,merit,menow,meece,medle,,,,
TRUE,heved,6,coses,pured,dewed,vexed,bebed,heved,,,,
TRUE,heils,6,chili,gaily,built,ovile,deils,heils,,,,
TRUE,tacet,6,aclys,bedin,capot,gazet,ramet,tacet,,,,
TRUE,louis,6,abkar,pilei,lossy,loxic,logis,louis,,,,
TRUE,gismo,6,pulka,brent,widow,zimmy,sixmo,gismo,,,,
TRUE,offal,6,their,scawd,napal,jugal,molal,offal,,,,
TRUE,croat,6,scrae,pacay,oolak,triad,groan,croat,,,,
TRUE,assis,6,recta,pumas,finis,dalis,vobis,assis,,,,
TRUE,agnel,6,grins,lampf,ayllu,antal,accel,agnel,,,,
TRUE,retch,6,ectal,opted,titus,rethe,retry,retch,,,,
TRUE,fgrid,6,scoad,inned,lipid,tumid,xyrid,fgrid,,,,
TRUE,mined,6,mbori,mucid,mixed,miked,mimed,mined,,,,
TRUE,essie,6,allay,binit,uprip,dowie,effie,essie,,,,
TRUE,feoff,6,cutup,bovid,wakan,egers,fezzy,feoff,,,,
TRUE,rumen,6,emeus,grimm,latax,jumbo,numen,rumen,,,,
TRUE,lance,6,cleck,merci,nance,hance,dance,lance,,,,
TRUE,lours,6,legal,lordy,loots,loups,louis,lours,,,,
TRUE,jaman,6,fotch,buddy,ingan,pasan,raman,jaman,,,,
TRUE,othin,6,goles,quott,yamph,crick,divid,othin,,,,
TRUE,gists,6,kaput,decor,tints,wists,fists,gists,,,,
TRUE,gorra,6,ryked,chapt,laius,zoona,momma,gorra,,,,
TRUE,heild,6,cruth,flipe,amiga,joins,heily,heild,,,,
TRUE,murry,6,tovah,dimer,lurks,furzy,gurry,murry,,,,
TRUE,babus,6,romeo,pudda,thick,glaux,unsun,babus,,,,
TRUE,agast,6,arnut,appmt,ashot,aliet,avast,agast,,,,
TRUE,ditty,6,sloan,pedee,tubig,vichy,witty,ditty,,,,
TRUE,chink,6,likin,hankt,rehoe,whiff,shivy,chink,,,,
TRUE,bruta,6,cuber,sylva,pinna,adoxa,bruja,bruta,,,,
TRUE,totty,6,jewis,monal,boodh,court,toffy,totty,,,,
TRUE,lurry,6,pured,curfs,hurry,murry,nurry,lurry,,,,
TRUE,sipid,6,kanas,bebog,clipt,firry,siusi,sipid,,,,
TRUE,shiko,6,lints,essee,augur,bocci,whisp,shiko,,,,
TRUE,arupa,6,uskok,pareu,givin,brahm,drupa,arupa,,,,
TRUE,timor,6,gnars,rutty,dixie,licht,tikor,timor,,,,
TRUE,nammo,6,forgo,uvito,cameo,mambo,kamao,nammo,,,,
TRUE,byway,6,gussy,moldy,ikary,patty,bevvy,byway,,,,
TRUE,filch,6,teals,punny,blizz,rigor,kilim,filch,,,,
TRUE,cames,6,bepaw,glaum,dormy,knezi,tachs,cames,,,,
TRUE,umbre,6,ainee,purge,kythe,drome,usque,umbre,,,,
TRUE,these,6,jarvy,stied,foute,peeke,chese,these,,,,
TRUE,tweak,6,absee,flamy,tiraz,thuan,tweag,tweak,,,,
TRUE,cavin,6,banty,hawer,zaman,lapin,sasin,cavin,,,,
TRUE,motte,6,visie,lache,temne,forte,botte,motte,,,,
TRUE,whing,6,sutra,dooli,benim,picky,izing,whing,,,,
TRUE,weest,6,firca,gunky,sheld,teest,beest,weest,,,,
TRUE,chaps,6,nerve,flags,thaws,dhaks,shams,chaps,,,,
TRUE,ledgy,6,stabs,wryly,peepy,henny,deify,ledgy,,,,
TRUE,hovel,6,bauld,repel,nigel,sowel,motel,hovel,,,,
TRUE,koine,6,pooka,roshi,boult,dozed,foggy,koine,,,,
TRUE,tikor,6,claro,sprug,freer,vizir,timor,tikor,,,,
TRUE,sures,6,takyr,lived,crees,jones,supes,sures,,,,
TRUE,corky,6,bakal,pixes,count,coomy,coddy,corky,,,,
TRUE,nipas,6,facks,demes,blobs,suras,gigas,nipas,,,,
TRUE,ceint,6,nonya,gecks,peril,metze,feint,ceint,,,,
TRUE,letty,6,blabs,peggy,hetty,netty,ketty,letty,,,,
TRUE,flubs,6,adapt,links,buses,chugs,jours,flubs,,,,
TRUE,pavia,6,hurri,bents,kaama,walla,facia,pavia,,,,
TRUE,exalt,6,draco,snaps,ataxy,quave,biali,exalt,,,,
TRUE,shows,6,named,cists,pulps,hooks,shogs,shows,,,,
TRUE,edith,6,shiah,clich,weigh,frith,eoith,edith,,,,
TRUE,nomoi,6,basto,ounce,fiord,hoggy,molvi,nomoi,,,,
TRUE,caids,6,kusti,diego,snaps,bails,qaids,caids,,,,
TRUE,sheen,6,ungot,wryly,hemad,phebe,check,sheen,,,,
TRUE,bisme,6,ramal,busky,bosch,bests,bisie,bisme,,,,
TRUE,perau,6,ailed,carap,herat,beray,serau,perau,,,,
TRUE,jufti,6,bedip,mahal,stivy,tronc,gutti,jufti,,,,
TRUE,cains,6,blore,visas,ankus,waifs,caids,cains,,,,
TRUE,pupae,6,tutti,cunea,quads,furze,bulge,pupae,,,,
TRUE,boist,6,whens,curio,dooly,gopak,joist,boist,,,,
TRUE,umest,6,polyp,deben,gamic,frett,whewt,umest,,,,
TRUE,cymas,6,waasi,evoke,butat,gyral,cycad,cymas,,,,
TRUE,alkes,6,reice,boden,lyses,tales,jukes,alkes,,,,
TRUE,colob,6,dirks,getup,chawl,cobby,concn,colob,,,,
TRUE,creat,6,tandy,copse,creel,creak,cream,creat,,,,
TRUE,oblat,6,frown,cleam,kotal,atlas,lulab,oblat,,,,
TRUE,elbow,6,barbs,pokom,union,devot,ewhow,elbow,,,,
TRUE,pitas,6,chris,gasps,fleys,woods,mumms,pitas,,,,
TRUE,bedye,6,whack,pumps,genny,veldt,reded,bedye,,,,
TRUE,raghu,6,pucka,tored,malay,rajiv,raffs,raghu,,,,
TRUE,fiber,6,tibbu,gibed,ribes,libel,kibei,fiber,,,,
TRUE,reeve,6,dvigu,mosts,areek,weeze,peeve,reeve,,,,
TRUE,zeins,6,lowly,getae,kerns,peins,veins,zeins,,,,
TRUE,bobol,6,argle,chowk,noint,poppy,dobos,bobol,,,,
TRUE,spink,6,umiac,brink,twink,slink,skink,spink,,,,
TRUE,matzo,6,dumka,aloes,bitty,rotan,watch,matzo,,,,
TRUE,quads,6,grand,opata,shays,flaws,duads,quads,,,,
TRUE,adzes,6,hable,kyats,icons,jumps,asses,adzes,,,,
TRUE,eleut,6,purse,cozen,dauby,filix,whewt,eleut,,,,
TRUE,jagla,6,gonad,balti,sakel,cappy,jagra,jagla,,,,
TRUE,hello,6,samba,knive,wooly,quell,tellt,hello,,,,
TRUE,shawy,6,topis,wanze,shyam,shaku,shawl,shawy,,,,
TRUE,bluff,6,pippy,ahunt,ejusd,fourb,kluck,bluff,,,,
TRUE,mound,6,bindi,gusle,drown,pathy,mokum,mound,,,,
TRUE,puffy,6,medoc,swabs,flunk,hippy,purry,puffy,,,,
TRUE,risqu,6,iloko,cigua,bisti,missy,pishu,risqu,,,,
TRUE,dints,6,torve,batad,gulpy,sinic,hints,dints,,,,
TRUE,knoit,6,godet,quant,chott,smoot,floit,knoit,,,,
TRUE,emeus,6,sulfo,banya,irpex,geeks,thews,emeus,,,,
TRUE,moted,6,ruers,whomp,canny,miked,moved,moted,,,,
TRUE,snibs,6,hapax,tenso,muffs,sicks,swigs,snibs,,,,
TRUE,woden,6,gibed,aylet,jerez,kohen,woven,woden,,,,
TRUE,armer,6,woody,scelp,atame,anniv,arber,armer,,,,
TRUE,gilim,6,creda,pluff,tinsy,hillo,kilij,gilim,,,,
TRUE,foxer,6,acyls,erugo,bedip,theow,vomer,foxer,,,,
TRUE,limey,6,prows,anile,chuff,zimmi,limed,limey,,,,
TRUE,bhuts,6,refix,zoona,dumby,chuck,shuls,bhuts,,,,
TRUE,kanga,6,tiles,aboon,nahum,raggy,panga,kanga,,,,
TRUE,ghain,6,benda,clock,thyms,uhuru,whiff,ghain,,,,
TRUE,pouff,6,lapsi,tonto,boxer,vodum,hough,pouff,,,,
TRUE,dachs,6,mitis,grees,ulvas,doffs,dyads,dachs,,,,
TRUE,yirds,6,teaks,birrs,wiros,circs,siris,yirds,,,,
TRUE,tolls,6,ruffe,stilt,polls,dolls,molls,tolls,,,,
TRUE,pacas,6,biose,vacua,nacry,sacks,tachs,pacas,,,,
TRUE,moton,6,chego,addis,lorry,kombu,toxon,moton,,,,
TRUE,girny,6,viral,mirth,sired,birri,pirog,girny,,,,
TRUE,flavo,6,pilaw,tutly,cobra,emove,slavs,flavo,,,,
TRUE,slurb,6,tiffy,shawl,smoke,spuds,slung,slurb,,,,
TRUE,tempt,6,cones,alive,kerry,meeth,debug,tempt,,,,
TRUE,tunal,6,tempo,tacca,thuan,titar,tubas,tunal,,,,
TRUE,thugs,6,cafiz,preve,montu,bulky,shush,thugs,,,,
TRUE,farsi,6,hooks,saucy,jalap,faire,fanit,farsi,,,,
TRUE,harms,6,teems,arums,slams,norms,barms,harms,,,,
TRUE,harre,6,poled,feest,ajiva,mucky,barge,harre,,,,
TRUE,galax,6,flang,marys,taupe,labba,gadid,galax,,,,
TRUE,wyled,6,tunis,epoxy,decal,gyved,ryked,wyled,,,,
TRUE,urnae,6,brack,proal,argan,ureas,uriah,urnae,,,,
TRUE,tiang,6,punic,brank,liane,hiant,viand,tiang,,,,
TRUE,beget,6,thews,blade,beigy,bebop,begut,beget,,,,
TRUE,unken,6,celts,guaza,enjoy,undid,unnew,unken,,,,
TRUE,akron,6,greit,hybla,spark,caxon,moron,akron,,,,
TRUE,fosse,6,ajiva,usurp,holms,boone,wodge,fosse,,,,
TRUE,wiyot,6,tungs,delit,chirt,imbat,pivot,wiyot,,,,
TRUE,cocky,6,helot,rosin,foamy,boozy,pocky,cocky,,,,
TRUE,chirr,6,tarin,fucks,bipod,creme,chirl,chirr,,,,
TRUE,shoor,6,nival,mowth,dreed,pyrus,choco,shoor,,,,
TRUE,twerp,6,gorer,hanks,lepry,mitre,evert,twerp,,,,
TRUE,arach,6,stive,auryl,adapa,abaff,anack,arach,,,,
TRUE,wanes,6,ensky,baret,dazed,waxen,wamel,wanes,,,,
TRUE,jolty,6,rands,chiel,gulpy,folky,bolty,jolty,,,,
TRUE,spurt,6,tydie,laugh,prunt,joust,sturt,spurt,,,,
TRUE,indow,6,homme,adlai,divvy,usnin,proof,indow,,,,
TRUE,mites,6,fardh,eloin,tempt,gussy,mikes,mites,,,,
TRUE,favus,6,umpty,chico,arend,jubus,falus,favus,,,,
TRUE,atoll,6,marts,cooee,flout,adown,aboil,atoll,,,,
TRUE,twirp,6,wacks,bught,lovee,minim,trixy,twirp,,,,
TRUE,hilsa,6,tatou,diver,silly,kilan,pilis,hilsa,,,,
TRUE,krina,6,aguey,ramal,spivs,chiba,doina,krina,,,,
TRUE,thurt,6,vowel,babus,rimpi,druxy,chung,thurt,,,,
TRUE,terai,6,enlay,douar,aghas,kerat,perai,terai,,,,
TRUE,urari,6,cresc,graft,brawn,prado,araru,urari,,,,
TRUE,warua,6,turns,dormy,birch,rfree,garua,warua,,,,
TRUE,keeve,6,binna,poulp,theyd,smeek,reeve,keeve,,,,
TRUE,napoo,6,pawer,kamas,tangi,jacob,yazoo,napoo,,,,
TRUE,bower,6,palus,freet,bided,boney,boxer,bower,,,,
TRUE,nerts,6,vasal,timon,squet,grege,nerds,nerts,,,,
TRUE,adead,6,clung,merks,boxty,dhava,pawed,adead,,,,
TRUE,faffy,6,sails,wanty,hayey,baffy,daffy,faffy,,,,
TRUE,elbow,6,renet,juice,abody,swelp,bombo,elbow,,,,
TRUE,ponca,6,draco,click,wench,banca,yunca,ponca,,,,
TRUE,mutts,6,drusy,potoo,untax,kutch,mutes,mutts,,,,
TRUE,shoya,6,tayer,fichu,sodom,shaka,shola,shoya,,,,
TRUE,codon,6,buchu,snare,twill,gonof,comox,codon,,,,
TRUE,iberi,6,rumly,cakra,fjord,where,stern,iberi,,,,
TRUE,guars,6,staia,claye,juang,quags,duads,guars,,,,
TRUE,fator,6,excud,langi,farmy,fatso,fatwa,fator,,,,
TRUE,baham,6,topia,gwely,ruman,assam,hakam,baham,,,,
TRUE,colen,6,quasi,vomer,loden,boxen,woken,colen,,,,
TRUE,fadge,6,koyan,faced,fauve,faade,farse,fadge,,,,
TRUE,pluma,6,hussy,fiant,dargo,bemba,alula,pluma,,,,
TRUE,urban,6,perry,lunch,kofta,brain,arzun,urban,,,,
TRUE,annas,6,coins,blams,fezes,gurus,javas,annas,,,,
TRUE,nache,6,grump,oasal,dance,bawke,tache,nache,,,,
TRUE,vicia,6,goldi,vizir,visit,vibix,vinic,vicia,,,,
TRUE,hurts,6,chlor,akkad,gushy,tuffs,hunts,hurts,,,,
TRUE,gazel,6,kivas,cutup,anglo,yawed,hazer,gazel,,,,
TRUE,unona,6,duces,about,kioko,flown,prong,unona,,,,
TRUE,stawn,6,iseum,halts,jowar,avant,spawn,stawn,,,,
TRUE,aliet,6,poilu,trixy,chits,abide,alien,aliet,,,,
TRUE,tanak,6,pliny,esere,fagot,hazan,nabak,tanak,,,,
TRUE,loafs,6,franc,ogams,seats,adays,quais,loafs,,,,
TRUE,grunt,6,hocky,blens,ating,drunt,prunt,grunt,,,,
TRUE,whets,6,closh,suite,benty,vasts,frets,whets,,,,
TRUE,faddy,6,momma,trill,wadge,baddy,daddy,faddy,,,,
TRUE,abura,6,weeda,incra,surra,agora,ahura,abura,,,,
TRUE,pupil,6,cosie,divia,bruin,pulik,pugil,pupil,,,,
TRUE,idism,6,demos,maggy,jutic,shilh,brisk,idism,,,,
TRUE,toher,6,agaty,tuner,tiber,tozer,toper,toher,,,,
TRUE,fumet,6,diner,moues,tweet,alfet,upjet,fumet,,,,
TRUE,capsa,6,enweb,trouv,skiff,pygmy,clash,capsa,,,,
TRUE,ayuyu,6,olona,aurir,ameed,actus,abwab,ayuyu,,,,
TRUE,scurf,6,endue,ramps,colog,truff,shurf,scurf,,,,
TRUE,hemal,6,roshi,dhyal,appal,venal,fetal,hemal,,,,
TRUE,shilf,6,gauls,smily,stilt,spill,shilh,shilf,,,,
TRUE,pewit,6,lours,amene,bedew,ketty,weigh,pewit,,,,
TRUE,scouk,6,ifrit,badon,smoky,shole,spock,scouk,,,,
TRUE,sleys,6,posts,gucks,fends,whiss,marys,sleys,,,,
TRUE,fraik,6,della,offic,wazir,upsit,brain,fraik,,,,
TRUE,carpi,6,dhoti,ennui,kaiwi,farsi,carli,carpi,,,,
TRUE,binit,6,femic,strig,david,unhit,oobit,binit,,,,
TRUE,depas,6,hocks,rules,tamas,ideas,devas,depas,,,,
TRUE,twixt,6,unown,pepla,drisk,whiff,xxiii,twixt,,,,
TRUE,creen,6,skyte,limen,arpen,green,freen,creen,,,,
TRUE,nakir,6,nixed,nanny,nails,narra,nagor,nakir,,,,
TRUE,plumb,6,huffs,nappa,lored,bibby,pluck,plumb,,,,
TRUE,oaken,6,tharf,medic,oulap,ozone,obeys,oaken,,,,
TRUE,geist,6,coves,belay,rehid,segue,penni,geist,,,,
TRUE,bahut,6,dolts,bizen,baffy,baham,bahur,bahut,,,,
TRUE,vizzy,6,drail,bonos,wevet,chimp,jiffy,vizzy,,,,
TRUE,rebbe,6,segou,hexad,kevyn,merle,tepee,rebbe,,,,
TRUE,tuber,6,deair,flurr,umber,cyber,sober,tuber,,,,
TRUE,venom,6,tripy,blocs,zhmud,wonna,genom,venom,,,,
TRUE,wauve,6,verbs,tiwaz,lymph,cajun,wadge,wauve,,,,
TRUE,cubes,6,lodur,khaja,gifts,scups,bunns,cubes,,,,
TRUE,shaly,6,verey,banky,colly,muhly,aptly,shaly,,,,
TRUE,moong,6,gwine,brans,dunno,phony,flong,moong,,,,
TRUE,haire,6,ogres,krivu,tairn,fairm,zaire,haire,,,,
TRUE,treed,6,lards,gipon,tekke,therm,tweet,treed,,,,
TRUE,label,6,dovey,fifer,cubes,heben,babel,label,,,,
TRUE,ulmus,6,chasm,roleo,wisps,junks,gluts,ulmus,,,,
TRUE,timbe,6,grids,cunny,khoka,immix,tempe,timbe,,,,
TRUE,mazic,6,fards,papio,bakie,mania,magic,mazic,,,,
TRUE,booed,6,ramta,celli,goody,hoofs,boone,booed,,,,
TRUE,thatd,6,doper,gluma,astay,zabti,whatd,thatd,,,,
TRUE,hongs,6,scudi,hermo,hazan,hotly,honks,hongs,,,,
TRUE,yerth,6,halve,prier,shoos,turfy,kerch,yerth,,,,
TRUE,konak,6,alloo,oobit,norna,honed,songy,konak,,,,
TRUE,juang,6,juice,jumby,justs,jupon,judah,juang,,,,
TRUE,seary,6,wifed,arank,shalt,seave,seamy,seary,,,,
TRUE,rapid,6,feods,knyaz,accum,palta,radix,rapid,,,,
TRUE,dacha,6,abide,strow,pflag,jakun,mamma,dacha,,,,
TRUE,neigh,6,yarak,leung,bebop,cetes,mendi,neigh,,,,
TRUE,diazo,6,dairy,dingo,dipso,dildo,ditto,diazo,,,,
TRUE,eyght,6,tiwaz,nuder,estoc,ethyl,empty,eyght,,,,
TRUE,adrop,6,urari,nonya,sated,block,admov,adrop,,,,
TRUE,sluig,6,vardy,tikes,phono,bussu,cliff,sluig,,,,
TRUE,oboes,6,regna,mille,speos,focus,twoes,oboes,,,,
TRUE,mulse,6,fluke,agade,hyrse,vepse,bowse,mulse,,,,
TRUE,azyme,6,bozal,tikur,demes,panne,chace,azyme,,,,
TRUE,phoby,6,voust,famed,cloop,proxy,phony,phoby,,,,
TRUE,darac,6,parch,carte,warks,jarmo,naric,darac,,,,
TRUE,liens,6,buses,works,avgas,lenis,lifts,liens,,,,
TRUE,regma,6,ziega,dessa,tecta,legoa,pegma,regma,,,,
TRUE,conky,6,shona,ginep,junco,conor,contd,conky,,,,
TRUE,xysti,6,frith,botts,palta,zesty,distn,xysti,,,,
TRUE,brott,6,skelf,ambon,chivw,poggy,tutto,brott,,,,
TRUE,calic,6,tetra,gains,bakli,mafic,lavic,calic,,,,
TRUE,eloge,6,homam,spitz,cuddy,flowk,glore,eloge,,,,
TRUE,tekke,6,scawl,pongo,fezzy,heved,remue,tekke,,,,
TRUE,didym,6,bagge,whill,prodd,fisty,vinci,didym,,,,
TRUE,hapax,6,nukes,thirl,pombo,wawah,capax,hapax,,,,
TRUE,bolis,6,betas,bocks,bogus,boons,boils,bolis,,,,
TRUE,khaki,6,vibix,empty,snork,glaga,khadi,khaki,,,,
TRUE,dawny,6,bozos,adlai,deave,drunk,danny,dawny,,,,
TRUE,pross,6,atrip,longs,seers,pumps,phoss,pross,,,,
TRUE,lough,7,purda,emove,bisti,cohog,woful,hoggy,lough,,,
TRUE,chore,7,fight,kumys,norna,belch,droop,whore,chore,,,
TRUE,resow,7,yills,award,house,feoff,beton,remop,resow,,,
TRUE,solen,7,cooch,worry,dongs,novae,joust,sozin,solen,,,
TRUE,otium,7,vivas,rerub,plouk,yomud,injun,tucum,otium,,,
TRUE,unlap,7,shoyu,cauda,aumil,leper,blawn,untax,unlap,,,
TRUE,snead,7,dinka,buteo,amens,chevy,glede,spear,snead,,,
TRUE,zanza,7,morne,study,capax,aalii,banba,ganja,zanza,,,
TRUE,bibby,7,spald,inone,gibbi,tibby,jibby,ribby,bibby,,,
TRUE,pouch,7,litui,copps,bonny,fogou,mowra,vouch,pouch,,,
TRUE,tatty,7,crane,hotta,putts,witty,matty,fatty,tatty,,,
TRUE,mumms,7,resex,facit,duddy,gumbo,lumps,humus,mumms,,,
TRUE,envoi,7,hanch,seepy,bowel,infix,enorn,entte,envoi,,,
TRUE,akene,7,gaucy,plots,dedan,mimir,khaja,aknee,akene,,,
TRUE,soldo,7,baris,pomel,woofy,colon,hollo,volto,soldo,,,
TRUE,girsh,7,rebed,track,fusil,wings,zimmy,hippo,girsh,,,
TRUE,amrit,7,gerah,surfy,carom,april,abrin,atria,amrit,,,
TRUE,bonum,7,jives,matzo,clunk,ruddy,oxbow,gnoff,bonum,,,
TRUE,dojos,7,borid,sodom,gotos,polos,cohos,kosos,dojos,,,
TRUE,cedre,7,farls,token,zebub,weedy,deice,hedge,cedre,,,
TRUE,poria,7,rehoe,firma,bursa,corta,norna,doria,poria,,,
TRUE,figgy,7,abysm,optic,diurn,lifey,wiggy,jiggy,figgy,,,
TRUE,robot,7,grigs,enzym,clawk,forth,doubt,boort,robot,,,
TRUE,cloff,7,craze,conny,cusso,choil,clomb,cloop,cloff,,,
TRUE,blore,7,piete,fadge,cruce,rhyme,sowle,bloke,blore,,,
TRUE,nancy,7,bebed,ploat,carny,gammy,faffy,navvy,nancy,,,
TRUE,teras,7,heats,veins,teems,teffs,tepas,texas,teras,,,
TRUE,yomin,7,soyas,gored,bolly,tooth,nomic,yomim,yomin,,,
TRUE,sugar,7,accum,furil,quoad,suzan,subas,sugat,sugar,,,
TRUE,funje,7,share,tydie,peeke,boule,nunce,funge,funje,,,
TRUE,befit,7,tennu,peaky,seqwl,rethe,debit,fecit,befit,,,
TRUE,spoil,7,swipy,sacra,smelt,snuff,slojd,shoos,spoil,,,
TRUE,pawaw,7,duole,twana,saiph,barff,jaggy,macaw,pawaw,,,
TRUE,abdat,7,pussy,adela,agron,attic,abaff,abwab,abdat,,,
TRUE,nonda,7,malmy,hexad,asoka,gobia,coppa,zonda,nonda,,,
TRUE,retip,7,mormo,acher,gleys,untin,petit,fetid,retip,,,
TRUE,gnarl,7,degas,phony,mazut,icica,gnawn,gnarr,gnarl,,,
TRUE,fells,7,vivek,drogh,palta,belly,mells,cells,fells,,,
TRUE,manse,7,lepra,kodak,sunni,acnes,wanze,bange,manse,,,
TRUE,steep,7,upget,shied,steek,steem,steel,steen,steep,,,
TRUE,kobus,7,jaime,coops,bonks,dolls,worts,fogus,kobus,,,
TRUE,kosin,7,belly,sugar,hoods,moism,nonic,posit,kosin,,,
TRUE,welch,7,flora,cheki,medle,betsy,hewgh,leuch,welch,,,
TRUE,grins,7,lyard,bones,fucus,mphps,swigs,knits,grins,,,
TRUE,awhir,7,ranty,jibed,forms,wrick,upupa,alvar,awhir,,,
TRUE,eaten,7,ornis,cleat,heady,abuta,nappe,taken,eaten,,,
TRUE,bejan,7,mergh,vexil,feste,benda,becap,bezan,bejan,,,
TRUE,guilt,7,phony,beeve,accur,lludd,skits,quilt,guilt,,,
TRUE,limey,7,filar,pixie,eidos,liken,libel,licet,limey,,,
TRUE,shied,7,aides,hewer,nosed,gybed,plied,ivied,shied,,,
TRUE,miffs,7,bixin,giust,vises,lidos,jiffs,ziffs,miffs,,,
TRUE,gyres,7,machi,seenu,dodgy,typer,byres,lyres,gyres,,,
TRUE,sikes,7,italy,recco,unhip,wived,fixes,kikes,sikes,,,
TRUE,coeno,7,vapor,biked,nonyl,mouch,cosse,coeff,coeno,,,
TRUE,miser,7,gemul,atria,voice,dikes,riser,wiser,miser,,,
TRUE,avoke,7,doesn,curvy,vitta,elbow,geoff,amoke,avoke,,,
TRUE,ammos,7,banba,fishy,scase,rooms,almas,atmos,ammos,,,
TRUE,rills,7,glack,wises,birls,viols,dills,nills,rills,,,
TRUE,accel,7,appar,amies,aloed,abnet,aweek,agley,accel,,,
TRUE,coses,7,ulmic,sapor,weent,jocks,yoghs,cobbs,coses,,,
TRUE,staid,7,prela,jinks,cuddy,dhobi,idist,aswim,staid,,,
TRUE,blots,7,umest,bayok,brins,boffs,blows,blocs,blots,,,
TRUE,ditch,7,svelt,imago,bundy,chick,witch,fitch,ditch,,,
TRUE,troad,7,stats,unwet,agral,homam,titar,troak,troad,,,
TRUE,araru,7,ousel,fanti,chawk,grapy,braza,aramu,araru,,,
TRUE,rehid,7,thorn,lapel,meshy,beech,deriv,redid,rehid,,,
TRUE,vexes,7,sairy,booth,npeel,cusec,edged,kexes,vexes,,,
TRUE,quick,7,stern,afoam,bucku,puggi,cuddy,hulch,quick,,,
TRUE,dasya,7,banat,karos,maxim,lazed,papua,caffa,dasya,,,
TRUE,sonar,7,laund,oscar,hepar,attar,sofar,sowar,sonar,,,
TRUE,beefy,7,jeans,ceded,belve,beigy,bewry,beety,beefy,,,
TRUE,fumer,7,braes,wevet,offer,dyker,purer,juger,fumer,,,
TRUE,gable,7,alosa,inlaw,dauke,carte,bable,hable,gable,,,
TRUE,limbi,7,linja,liter,lilly,limps,limbo,limbu,limbi,,,
TRUE,besot,7,mudde,frosh,sepoy,tejon,below,begot,besot,,,
TRUE,among,7,wehee,llama,currs,dizzy,banak,anton,among,,,
TRUE,noisy,7,lasty,vuggy,corsy,mopsy,donsy,boosy,noisy,,,
TRUE,incan,7,donne,gawsy,chick,tuart,nimbi,alpax,incan,,,
TRUE,shell,7,waves,doggo,rheme,shent,sheik,shelf,shell,,,
TRUE,rewan,7,harpy,lemna,reeve,reast,refan,reban,rewan,,,
TRUE,abate,7,honan,tripl,savvy,adeem,abaze,abaue,abate,,,
TRUE,wadis,7,tacky,hamsa,qaids,gades,sadis,vadis,wadis,,,
TRUE,mirky,7,phaca,blout,kreng,idism,zimmy,miffy,mirky,,,
TRUE,alcid,7,alloo,alang,alter,album,alish,alpid,alcid,,,
